source,target,duration,day,hour
0,6,100,2,20
0,6,20,2,18
0,6,40,2,20
0,6,20,2,12
0,6,60,2,20
0,6,20,2,20
0,6,20,2,20
0,6,20,2,18
0,6,100,2,18
0,6,20,2,13
0,6,20,2,13
0,6,20,2,20
0,6,20,2,13
0,6,80,2,20
0,6,20,2,20
0,6,20,2,20
0,6,20,2,20
0,6,20,2,20
0,7,40,2,7
0,7,20,2,7
0,7,20,2,7
0,7,20,2,7
0,7,20,2,7
0,7,20,2,7
0,7,20,2,7
0,7,40,2,7
0,7,20,2,7
0,7,20,2,7
0,7,20,2,7
0,7,20,2,7
0,7,20,2,7
0,7,20,2,7
0,7,20,2,7
0,7,20,2,7
0,7,20,2,7
0,7,20,2,7
0,7,20,2,12
0,7,20,2,7
0,7,60,2,7
0,7,20,2,7
0,7,60,2,12
0,7,20,2,7
0,7,20,2,7
0,7,40,2,7
0,3,20,2,18
0,3,60,2,14
0,3,80,2,14
0,3,80,2,14
0,3,40,2,14
0,3,20,2,14
0,3,20,2,15
0,3,80,2,8
0,3,60,2,15
0,3,20,2,13
0,2,20,2,20
0,2,20,2,12
0,2,40,2,20
0,2,20,2,18
0,2,20,2,20
0,2,20,2,18
0,2,20,2,20
0,2,20,2,12
0,2,20,2,20
0,2,20,2,20
0,2,20,2,20
0,2,20,2,20
0,2,20,2,20
0,2,40,2,20
0,2,20,2,18
0,2,20,2,20
0,5,80,2,7
0,5,100,2,7
0,5,140,2,7
0,5,240,2,7
0,5,40,2,7
0,5,120,2,7
0,5,60,2,7
0,5,20,2,7
0,5,100,2,7
0,5,60,2,7
0,5,140,2,7
0,5,60,2,7
0,5,280,2,7
0,5,80,2,7
0,5,80,2,7
0,5,20,2,7
0,5,20,2,10
0,5,140,2,7
0,5,240,2,7
0,5,20,2,10
0,5,20,2,7
0,5,20,2,10
0,5,20,2,10
0,5,40,2,10
0,5,60,2,10
0,5,20,2,13
0,5,20,2,13
0,5,20,2,13
0,5,20,2,10
0,5,40,2,10
0,5,40,2,16
0,5,40,2,16
0,5,20,2,8
0,5,20,2,12
0,5,20,2,19
0,5,20,2,8
0,5,20,2,17
0,5,20,2,19
0,5,20,2,20
0,5,60,2,20
0,5,40,2,20
0,5,20,2,20
0,5,20,2,20
0,5,20,2,17
0,5,20,2,20
0,5,60,2,17
0,5,60,2,17
0,5,60,2,20
0,5,20,2,20
0,5,40,2,12
0,5,20,2,12
0,5,20,2,12
0,5,20,3,15
0,5,20,3,7
0,5,100,3,7
0,5,20,3,9
0,5,80,3,7
0,5,160,3,7
0,5,40,3,7
0,5,40,3,7
0,5,40,3,7
0,5,300,3,7
0,5,60,3,7
0,5,40,3,7
0,5,80,3,7
0,5,20,3,15
0,5,140,3,7
0,5,120,3,7
0,5,20,3,7
0,5,20,3,15
0,5,80,3,7
0,5,40,3,7
0,5,20,3,7
0,5,40,3,7
0,5,200,3,7
0,5,240,3,7
0,5,20,3,7
0,5,380,3,7
0,5,20,3,7
0,5,20,3,7
0,5,20,3,18
0,5,20,3,20
0,5,60,3,10
0,5,20,3,10
0,5,20,3,10
0,5,20,3,16
0,5,20,3,10
0,5,20,3,10
0,5,20,3,10
0,5,20,3,11
0,5,20,3,10
0,5,60,3,11
0,5,20,3,10
0,5,80,3,11
0,5,20,3,16
0,5,20,3,17
0,5,40,3,16
0,5,20,3,10
0,5,20,3,10
0,5,40,3,18
0,5,20,3,17
0,5,20,3,14
0,5,20,3,15
0,5,20,3,17
0,5,20,3,15
0,5,20,3,15
0,5,20,3,20
0,5,20,3,20
0,5,20,3,20
0,5,20,3,14
0,5,20,3,10
0,5,20,3,20
0,5,40,3,20
0,5,20,3,17
0,5,20,3,14
0,5,20,3,12
0,5,40,3,20
0,5,60,3,17
0,5,20,3,10
0,5,20,3,18
0,5,20,3,12
0,5,20,3,12
0,6,100,3,20
0,6,60,3,20
0,6,20,3,20
0,6,20,3,14
0,6,60,3,20
0,6,20,3,20
0,6,20,3,15
0,6,20,3,15
0,6,20,3,19
0,6,20,3,20
0,6,60,3,20
0,6,20,3,14
0,6,20,3,20
0,6,20,3,15
0,6,40,3,20
0,6,20,3,20
0,6,20,3,13
0,6,20,3,17
0,6,20,3,16
0,6,100,3,19
0,6,20,3,16
0,6,20,3,16
0,6,40,3,19
0,2,20,3,11
0,2,60,3,14
0,2,40,3,10
0,2,20,3,14
0,2,20,3,10
0,2,40,3,12
0,2,20,3,20
0,2,20,3,14
0,2,20,3,10
0,2,20,3,13
0,2,20,3,13
0,2,20,3,10
0,2,20,3,14
0,2,20,3,19
0,2,20,3,11
0,2,40,3,11
0,2,220,3,11
0,2,100,3,14
0,2,180,3,11
0,2,40,3,11
0,2,20,3,14
0,2,40,3,11
0,2,100,3,11
0,2,20,3,11
0,2,20,3,11
0,2,320,3,12
0,2,60,3,12
0,2,20,3,12
0,2,20,3,12
0,2,200,3,12
0,2,40,3,12
0,2,20,3,20
0,2,20,3,20
0,2,60,3,20
0,2,40,3,20
0,2,40,3,20
0,2,60,3,20
0,2,20,3,20
0,2,20,3,20
0,2,20,3,20
0,2,20,3,20
0,2,20,3,14
0,2,20,3,14
0,7,80,3,7
0,7,20,3,7
0,7,40,3,7
0,7,40,3,7
0,7,20,3,12
0,7,120,3,7
0,7,160,3,7
0,7,60,3,7
0,7,60,3,7
0,7,100,3,7
0,7,60,3,7
0,7,100,3,7
0,7,40,3,7
0,7,160,3,7
0,7,20,3,7
0,7,180,3,7
0,7,60,3,7
0,7,80,3,7
0,7,20,3,7
0,7,20,3,7
0,7,60,3,7
0,7,160,3,7
0,7,180,3,7
0,7,120,3,7
0,7,100,3,7
0,7,60,3,7
0,7,60,3,7
0,7,100,3,7
0,7,20,3,13
0,7,60,3,13
0,7,40,3,13
0,7,20,3,13
0,7,20,3,16
0,7,20,3,17
0,7,60,3,14
0,7,80,3,17
0,7,20,3,17
0,7,20,3,13
0,7,20,3,14
0,7,40,3,14
0,7,20,3,13
0,7,20,3,12
0,1,20,2,12
0,14,20,2,12
0,9,40,2,12
0,9,20,2,12
0,19,20,2,12
0,19,40,2,12
0,19,20,2,12
0,19,20,2,12
0,19,20,2,12
0,16,20,2,12
0,16,80,2,12
0,16,20,2,12
0,16,20,2,12
0,16,20,2,12
0,12,20,2,12
0,12,20,2,12
0,5,20,2,12
0,21,20,2,12
1,3,20,1,12
1,3,40,1,12
1,3,20,1,9
1,3,20,1,12
1,3,40,1,9
1,3,80,1,9
1,3,20,1,12
1,3,20,1,12
1,3,40,1,12
1,3,40,1,7
1,3,80,1,7
1,3,80,1,7
1,3,80,1,7
1,3,20,1,7
1,3,20,1,13
1,3,40,1,7
1,3,80,1,7
1,3,20,1,13
1,3,20,1,13
1,3,200,1,7
1,3,20,1,15
1,3,80,1,7
1,3,20,1,20
1,3,20,1,15
1,3,60,1,7
1,3,20,1,9
1,3,40,1,7
1,3,40,1,16
1,3,60,1,13
1,3,20,1,7
1,3,20,1,13
1,3,40,1,13
1,3,20,1,13
1,3,20,1,14
1,3,20,1,13
1,3,40,1,13
1,3,60,1,13
1,3,20,1,13
1,3,20,1,13
1,3,20,1,13
1,3,40,1,10
1,3,20,1,14
1,3,40,1,10
1,3,20,1,13
1,3,20,1,14
1,3,20,1,13
1,3,40,1,10
1,3,20,1,13
1,3,40,1,10
1,3,40,1,13
1,3,20,1,11
1,3,20,1,11
1,3,20,1,16
1,3,20,1,16
1,3,60,1,19
1,3,20,1,10
1,3,20,1,16
1,3,20,1,16
1,3,20,1,16
1,3,20,1,14
1,3,20,1,14
1,3,20,1,14
1,3,20,1,14
1,3,60,1,14
1,3,20,1,10
1,3,20,1,14
1,3,20,1,17
1,3,20,1,14
1,3,60,1,11
1,3,20,1,16
1,3,20,1,14
1,3,20,1,20
1,3,80,1,20
1,3,40,1,20
1,3,20,1,20
1,3,80,1,20
1,3,20,1,14
1,3,40,1,20
1,3,20,1,20
1,3,40,1,20
1,3,20,1,20
1,3,40,1,20
1,3,20,1,13
1,3,20,1,20
1,3,20,1,8
1,3,20,1,8
1,3,20,1,20
1,3,20,1,13
1,3,20,1,7
1,3,20,1,7
1,3,20,1,13
1,3,20,1,9
1,3,20,1,12
1,3,20,1,13
1,3,20,1,18
1,3,20,1,13
1,3,20,1,12
1,3,40,1,12
1,15,20,1,13
1,15,20,1,7
1,15,20,1,14
1,15,20,1,13
1,24,40,1,9
1,24,40,1,14
1,24,20,1,13
1,24,20,1,20
1,24,20,1,20
1,24,40,1,11
1,24,20,1,11
1,24,20,1,20
1,24,20,1,7
1,24,40,1,7
1,24,20,1,20
1,24,20,1,16
1,24,20,1,20
1,24,20,1,7
1,24,20,1,20
1,24,20,1,19
1,24,20,1,13
1,24,20,1,20
1,24,20,1,13
1,24,20,1,15
1,24,20,1,20
1,24,20,1,20
1,24,100,1,7
1,24,60,1,20
1,24,20,1,13
1,24,20,1,20
1,24,20,1,13
1,24,20,1,20
1,24,20,1,14
1,24,80,1,20
1,24,20,1,7
1,24,40,1,20
1,24,20,1,7
1,24,20,1,7
1,24,20,1,20
1,24,20,1,9
1,24,20,1,20
1,24,20,1,7
1,24,60,1,11
1,24,20,1,20
1,24,20,1,13
1,24,20,1,20
1,24,20,1,7
1,24,20,1,11
1,24,20,1,9
1,24,20,1,16
1,24,20,1,16
1,24,60,1,9
1,24,20,1,13
1,20,20,1,10
1,20,20,1,12
1,20,20,1,13
1,20,20,1,19
1,20,20,1,12
1,20,20,1,7
1,20,20,1,9
1,20,20,1,12
1,20,20,1,9
1,20,20,1,12
1,8,20,1,12
1,8,20,1,19
1,8,20,1,12
1,8,20,1,7
1,8,40,1,7
1,8,20,1,7
1,8,20,1,7
1,8,20,1,7
1,8,20,1,19
1,8,20,1,7
1,8,20,1,7
1,8,20,1,7
1,8,20,1,7
1,8,20,1,7
1,8,20,1,19
1,8,20,1,12
1,8,20,1,19
1,8,20,1,19
1,8,40,1,12
1,8,20,1,7
1,12,20,1,11
1,12,20,1,14
1,12,40,1,14
1,12,20,1,14
1,12,20,1,8
1,12,20,1,10
1,12,20,1,14
1,12,20,1,14
1,12,40,1,11
1,12,20,1,14
1,12,20,1,11
1,12,20,1,11
1,12,40,1,11
1,10,20,1,14
1,10,20,1,13
1,10,20,1,11
1,10,20,1,14
1,10,20,1,7
1,10,80,1,7
1,10,20,1,11
1,10,40,1,7
1,10,40,1,13
1,10,20,1,13
1,10,20,1,14
1,10,20,1,10
1,10,20,1,20
1,10,20,1,19
1,10,20,1,16
1,10,20,1,20
1,10,20,1,7
1,10,20,1,7
1,10,20,1,14
1,10,20,1,7
1,10,20,1,7
1,10,20,1,7
1,10,20,1,7
1,10,20,1,17
1,10,20,1,9
1,10,20,1,7
1,10,20,1,20
1,10,20,1,13
1,10,20,1,20
1,10,20,1,13
1,10,20,1,7
1,10,20,1,17
1,10,40,1,8
1,10,20,1,20
1,10,20,1,8
1,10,40,1,7
1,10,20,1,13
1,10,20,1,7
1,10,20,1,8
1,10,20,1,7
1,10,20,1,20
1,10,20,1,8
1,10,20,1,20
1,10,20,1,13
1,10,20,1,7
1,10,20,1,20
1,10,20,1,13
1,10,20,1,13
1,10,20,1,12
1,10,20,1,10
1,10,20,1,7
1,10,20,1,13
1,10,20,1,13
1,10,20,1,11
1,10,20,1,10
1,10,40,1,13
1,10,20,1,20
1,10,20,1,20
1,10,20,1,13
1,10,20,1,8
1,10,20,1,7
1,10,20,1,20
1,10,20,1,19
1,10,40,1,13
1,10,20,1,20
1,10,20,1,10
1,10,20,1,7
1,10,20,1,14
1,10,20,1,14
1,10,20,1,13
1,10,20,1,8
1,10,20,1,7
1,5,20,1,7
1,5,20,1,7
1,5,20,1,16
1,5,40,1,7
1,19,20,1,18
1,19,20,1,14
1,19,20,1,11
1,22,20,1,9
1,22,20,1,18
1,22,20,1,19
1,22,20,1,15
1,22,20,1,9
1,22,40,1,9
1,22,20,1,15
1,22,20,1,15
1,22,20,1,14
1,22,20,1,7
1,22,20,1,19
1,22,20,1,18
1,22,40,1,15
1,22,20,1,15
1,22,20,1,7
1,22,20,1,18
1,22,20,1,7
1,22,20,1,18
1,22,20,1,7
1,22,40,1,7
1,22,60,1,15
1,22,20,1,15
1,22,20,1,18
1,22,20,1,7
1,22,20,1,18
1,22,20,1,7
1,22,20,1,18
1,22,20,1,7
1,22,20,1,19
1,22,20,1,19
1,22,20,1,18
1,22,40,1,10
1,22,60,1,10
1,22,20,1,19
1,22,20,1,19
1,22,20,1,19
1,22,20,1,19
1,22,20,1,18
1,22,20,1,19
1,22,20,1,18
1,22,20,1,19
1,22,40,1,19
1,22,20,1,16
1,22,20,1,19
1,22,20,1,10
1,22,20,1,15
1,22,20,1,10
1,22,20,1,13
1,22,20,1,19
1,22,20,1,10
1,22,40,1,19
1,22,20,1,13
1,22,40,1,16
1,22,40,1,19
1,22,20,1,19
1,22,20,1,13
1,22,20,1,13
1,22,20,1,19
1,22,20,1,16
1,22,20,1,19
1,22,40,1,16
1,22,20,1,13
1,22,20,1,16
1,22,20,1,19
1,22,20,1,15
1,22,20,1,16
1,22,40,1,16
1,22,20,1,19
1,22,20,1,19
1,22,20,1,16
1,22,20,1,19
1,22,20,1,19
1,22,40,1,19
1,22,20,1,16
1,22,20,1,19
1,22,20,1,13
1,22,20,1,13
1,22,20,1,15
1,22,40,1,14
1,22,20,1,18
1,22,220,1,17
1,22,220,1,17
1,22,60,1,17
1,22,40,1,17
1,22,20,1,17
1,22,20,1,17
1,22,20,1,17
1,22,20,1,17
1,22,20,1,18
1,22,20,1,14
1,22,20,1,11
1,22,20,1,19
1,22,20,1,11
1,22,20,1,11
1,22,20,1,17
1,22,20,1,9
1,22,20,1,11
1,22,20,1,19
1,22,20,1,9
1,22,40,1,14
1,22,20,1,14
1,22,20,1,14
1,22,20,1,19
1,22,20,1,19
1,22,20,1,18
1,22,40,1,15
1,22,20,1,7
1,22,20,1,15
1,22,20,1,15
1,22,40,1,9
1,22,20,1,7
1,22,60,1,15
1,22,20,1,9
1,22,20,1,9
1,22,20,1,18
1,22,20,1,9
1,22,20,1,15
1,22,20,1,18
1,22,20,1,15
1,22,40,1,15
1,22,20,1,9
1,22,20,1,15
1,22,40,1,9
1,22,40,1,15
1,22,40,1,9
1,22,20,1,15
1,22,20,1,9
1,22,20,1,15
1,14,40,1,12
1,14,40,1,12
1,14,20,1,13
1,14,20,1,12
1,14,20,1,12
1,14,20,1,7
1,14,20,1,12
1,14,20,1,12
1,14,20,1,12
1,14,20,1,12
1,14,20,1,12
1,14,20,1,13
1,14,20,1,12
1,14,20,1,12
1,27,20,1,12
1,9,40,1,9
1,9,40,1,9
1,9,20,1,12
1,9,20,1,9
1,9,20,1,12
1,9,20,1,9
1,9,20,1,12
1,9,80,1,9
1,9,20,1,12
1,9,20,1,12
1,9,20,1,12
1,9,20,1,10
1,9,20,1,7
1,9,20,1,10
1,9,20,1,12
1,9,20,1,7
1,9,20,1,16
1,9,20,1,7
1,9,20,1,16
1,9,20,1,7
1,9,40,1,7
1,9,20,1,19
1,9,20,1,10
1,9,20,1,16
1,9,20,1,16
1,9,20,1,16
1,9,60,1,13
1,9,20,1,16
1,9,20,1,16
1,9,20,1,16
1,9,20,1,16
1,9,20,1,19
1,9,60,1,16
1,9,20,1,16
1,9,20,1,16
1,9,20,1,16
1,9,20,1,16
1,9,20,1,16
1,9,20,1,19
1,9,40,1,19
1,9,60,1,19
1,9,20,1,19
1,9,20,1,17
1,9,140,1,19
1,9,20,1,11
1,9,20,1,9
1,9,40,1,9
1,9,40,1,9
1,9,20,1,9
1,9,20,1,12
1,9,20,1,12
1,9,20,1,12
1,9,40,1,9
1,9,20,1,12
1,9,20,1,18
1,9,40,1,12
1,9,20,1,12
1,9,20,1,12
1,9,40,1,12
1,9,20,1,9
1,9,20,1,9
1,4,20,1,10
1,4,20,1,15
1,4,20,1,19
1,4,20,1,20
1,4,20,1,9
1,4,20,1,15
1,4,20,1,15
1,4,20,1,15
1,4,20,1,19
1,4,60,1,10
1,4,20,1,12
1,4,20,1,12
1,4,20,1,15
1,4,20,1,15
1,4,60,1,16
1,4,20,1,16
1,4,20,1,16
1,4,20,1,16
1,4,40,1,13
1,4,20,1,7
1,4,20,1,7
1,4,60,1,13
1,4,20,1,10
1,4,20,1,13
1,4,20,1,10
1,4,20,1,16
1,4,20,1,10
1,4,20,1,13
1,4,40,1,10
1,4,20,1,10
1,4,40,1,16
1,4,20,1,10
1,4,20,1,16
1,4,20,1,16
1,4,20,1,10
1,4,20,1,16
1,4,20,1,11
1,4,20,1,16
1,4,80,1,11
1,4,20,1,11
1,4,40,1,11
1,4,120,1,11
1,4,40,1,11
1,4,20,1,11
1,4,20,1,11
1,4,20,1,16
1,4,20,1,14
1,4,20,1,19
1,4,20,1,14
1,4,20,1,19
1,4,20,1,14
1,4,20,1,19
1,4,20,1,14
1,4,20,1,11
1,4,20,1,14
1,4,20,1,14
1,4,20,1,14
1,4,20,1,20
1,4,20,1,20
1,4,40,1,20
1,4,20,1,13
1,4,40,1,20
1,4,20,1,16
1,4,20,1,20
1,4,40,1,11
1,4,20,1,11
1,4,20,1,17
1,4,20,1,16
1,4,20,1,9
1,4,40,1,9
1,4,80,1,9
1,4,20,1,19
1,4,20,1,19
1,4,20,1,18
1,4,20,1,18
1,4,20,1,11
1,4,20,1,19
1,3,20,2,10
1,3,20,2,20
1,3,20,2,15
1,3,20,2,20
1,3,20,2,13
1,3,20,2,19
1,3,20,2,11
1,3,20,2,7
1,3,20,2,20
1,3,20,2,20
1,3,20,2,20
1,3,20,2,11
1,3,40,2,14
1,3,20,2,20
1,3,20,2,19
1,3,40,2,14
1,3,20,2,20
1,3,20,2,13
1,3,40,2,10
1,3,20,2,20
1,3,20,2,10
1,3,20,2,20
1,3,20,2,10
1,3,40,2,10
1,3,20,2,15
1,3,40,2,10
1,3,80,2,10
1,3,40,2,10
1,3,20,2,11
1,3,20,2,15
1,3,20,2,11
1,3,20,2,10
1,3,20,2,11
1,3,20,2,11
1,3,20,2,20
1,3,40,2,11
1,3,20,2,20
1,3,20,2,10
1,3,20,2,15
1,3,20,2,10
1,3,20,2,15
1,3,20,2,13
1,3,40,2,15
1,3,40,2,20
1,3,20,2,11
1,3,40,2,15
1,3,20,2,15
1,3,20,2,15
1,3,20,2,20
1,3,20,2,11
1,3,20,2,20
1,3,20,2,11
1,3,20,2,20
1,3,20,2,15
1,3,40,2,10
1,3,20,2,11
1,3,20,2,11
1,3,20,2,11
1,3,20,2,11
1,15,20,2,11
1,15,20,2,14
1,15,20,2,15
1,15,40,2,17
1,15,20,2,14
1,15,20,2,10
1,15,20,2,11
1,15,20,2,18
1,10,40,2,19
1,10,20,2,13
1,10,20,2,13
1,10,20,2,20
1,10,20,2,19
1,10,20,2,13
1,10,20,2,20
1,10,20,2,20
1,10,20,2,20
1,10,40,2,10
1,10,20,2,10
1,10,20,2,10
1,10,20,2,13
1,10,20,2,10
1,10,20,2,20
1,10,20,2,10
1,10,40,2,10
1,10,20,2,10
1,10,20,2,10
1,10,20,2,13
1,12,20,2,20
1,12,20,2,13
1,12,20,2,10
1,20,40,2,15
1,20,80,2,17
1,20,20,2,18
1,20,20,2,18
1,20,20,2,7
1,20,20,2,8
1,20,20,2,15
1,20,20,2,18
1,20,20,2,8
1,20,20,2,7
1,20,40,2,18
1,20,20,2,18
1,9,20,2,14
1,9,20,2,14
1,9,20,2,18
1,9,20,2,14
1,9,20,2,17
1,9,20,2,18
1,9,20,2,10
1,9,20,2,18
1,9,20,2,18
1,9,20,2,15
1,9,20,2,14
1,9,20,2,10
1,9,20,2,10
1,9,20,2,17
1,9,20,2,14
1,9,20,2,17
1,9,20,2,14
1,9,20,2,10
1,24,20,2,14
1,24,20,2,13
1,24,40,2,13
1,24,20,2,14
1,24,40,2,7
1,24,20,2,14
1,24,20,2,13
1,24,20,2,7
1,24,40,2,7
1,24,20,2,12
1,24,20,2,20
1,24,20,2,14
1,24,20,2,13
1,24,20,2,12
1,24,20,2,7
1,24,20,2,13
1,24,40,2,7
1,24,20,2,7
1,24,20,2,13
1,24,20,2,12
1,24,20,2,20
1,24,20,2,14
1,24,20,2,12
1,24,20,2,11
1,24,20,2,12
1,24,20,2,7
1,24,20,2,11
1,24,40,2,7
1,24,20,2,7
1,24,20,2,12
1,24,40,2,7
1,24,40,2,12
1,24,20,2,14
1,24,20,2,20
1,24,20,2,13
1,24,40,2,14
1,24,20,2,12
1,24,20,2,13
1,24,20,2,11
1,24,40,2,13
1,24,20,2,12
1,24,20,2,14
1,24,20,2,14
1,24,20,2,14
1,24,20,2,14
1,24,20,2,12
1,24,20,2,14
1,24,20,2,14
1,24,20,2,20
1,5,20,2,11
1,19,20,2,18
1,19,20,2,18
1,19,20,2,18
1,22,20,2,9
1,22,20,2,7
1,22,40,2,9
1,22,20,2,9
1,22,20,2,14
1,22,20,2,7
1,22,20,2,15
1,22,20,2,15
1,22,20,2,7
1,22,20,2,20
1,22,20,2,7
1,22,20,2,19
1,22,20,2,16
1,22,20,2,14
1,22,40,2,15
1,22,20,2,7
1,22,20,2,15
1,22,20,2,15
1,22,20,2,7
1,22,20,2,16
1,22,20,2,19
1,22,40,2,7
1,22,20,2,16
1,22,20,2,16
1,22,20,2,10
1,22,20,2,16
1,22,20,2,16
1,22,20,2,19
1,22,20,2,19
1,22,120,2,7
1,22,20,2,7
1,22,20,2,19
1,22,40,2,7
1,22,20,2,19
1,22,20,2,7
1,22,20,2,19
1,22,40,2,7
1,22,20,2,13
1,22,20,2,10
1,22,40,2,16
1,22,20,2,10
1,22,20,2,19
1,22,20,2,13
1,22,40,2,13
1,22,20,2,16
1,22,40,2,13
1,22,20,2,16
1,22,20,2,10
1,22,40,2,13
1,22,20,2,13
1,22,20,2,16
1,22,20,2,10
1,22,20,2,13
1,22,60,2,8
1,22,20,2,8
1,22,20,2,14
1,22,20,2,13
1,22,40,2,16
1,22,40,2,11
1,22,20,2,13
1,22,20,2,11
1,22,20,2,8
1,22,40,2,11
1,22,20,2,8
1,22,20,2,13
1,22,20,2,8
1,22,20,2,13
1,22,20,2,15
1,22,20,2,13
1,22,60,2,8
1,22,60,2,8
1,22,20,2,8
1,22,20,2,8
1,22,40,2,8
1,22,20,2,19
1,22,20,2,8
1,22,20,2,19
1,22,20,2,20
1,22,20,2,8
1,22,20,2,8
1,22,20,2,19
1,22,20,2,16
1,22,80,2,8
1,22,20,2,19
1,22,20,2,8
1,22,20,2,8
1,22,40,2,8
1,22,20,2,17
1,22,20,2,20
1,22,20,2,8
1,22,60,2,8
1,22,20,2,20
1,22,20,2,8
1,22,40,2,8
1,22,20,2,8
1,22,20,2,8
1,22,20,2,19
1,22,60,2,20
1,22,20,2,13
1,22,20,2,8
1,22,20,2,14
1,22,20,2,16
1,22,20,2,16
1,22,40,2,8
1,22,20,2,14
1,22,20,2,16
1,22,40,2,8
1,22,40,2,14
1,22,80,2,14
1,22,60,2,14
1,22,60,2,14
1,22,20,2,13
1,22,20,2,14
1,22,60,2,20
1,22,20,2,20
1,22,40,2,14
1,22,20,2,14
1,22,20,2,14
1,22,20,2,16
1,22,20,2,19
1,22,20,2,14
1,22,20,2,19
1,22,20,2,16
1,22,20,2,15
1,22,20,2,16
1,22,20,2,15
1,22,20,2,20
1,22,20,2,9
1,22,20,2,15
1,22,140,2,9
1,22,20,2,15
1,22,40,2,9
1,22,40,2,9
1,22,20,2,9
1,22,20,2,9
1,22,20,2,15
1,22,20,2,17
1,22,60,2,9
1,22,20,2,13
1,22,20,2,16
1,22,20,2,9
1,22,20,2,19
1,22,40,2,9
1,22,20,2,19
1,22,20,2,9
1,22,40,2,9
1,22,20,2,20
1,14,40,2,17
1,14,20,2,17
1,14,20,2,18
1,14,20,2,18
1,8,60,2,11
1,8,20,2,11
1,8,20,2,11
1,8,20,2,17
1,8,20,2,10
1,8,60,2,10
1,8,20,2,18
1,8,20,2,10
1,4,20,2,18
1,4,20,2,18
1,4,20,2,18
1,4,20,2,18
1,4,20,2,18
1,4,20,2,15
1,4,20,2,12
1,4,120,2,15
1,4,60,2,15
1,4,20,2,10
1,4,100,2,15
1,4,20,2,10
1,4,80,2,15
1,4,20,2,10
1,4,80,2,15
1,4,20,2,10
1,4,40,2,15
1,4,20,2,10
1,4,60,2,15
1,4,20,2,15
1,4,20,2,15
1,4,20,2,16
1,4,80,2,15
1,4,20,2,10
1,4,20,2,18
1,4,20,2,15
1,4,20,2,18
1,4,40,2,10
1,4,40,2,10
1,4,20,2,10
1,4,20,2,15
1,4,20,2,18
1,4,20,2,18
1,4,20,2,18
1,4,20,2,10
1,4,40,2,16
1,4,20,2,13
1,4,40,2,10
1,4,20,2,18
1,4,20,2,16
1,4,20,2,16
1,4,20,2,19
1,4,20,2,19
1,4,20,2,17
