v,w,t
1,22,7
1,22,19
1,22,18
1,22,15
1,22,15
1,22,7
1,22,18
1,22,7
1,22,18
1,22,7
1,22,7
1,22,15
1,22,15
1,22,18
1,22,7
1,22,18
1,22,7
1,22,18
1,22,7
1,22,19
1,22,19
1,22,18
1,22,10
1,22,10
1,22,19
1,22,19
1,22,19
1,22,19
1,22,18
1,22,19
1,22,18
1,22,19
1,22,19
1,22,16
1,22,19
1,22,10
1,22,15
1,22,10
1,22,13
1,22,19
1,22,10
1,22,19
1,22,13
1,22,16
1,22,19
1,22,19
1,22,13
1,22,13
1,22,19
1,22,16
1,22,19
1,22,16
1,22,13
1,22,16
1,22,19
1,22,15
1,22,16
1,22,16
1,22,19
1,22,19
1,22,16
1,22,19
1,22,19
1,22,19
1,22,16
1,22,19
1,22,13
1,22,13
1,22,15
1,22,14
1,22,18
1,22,17
1,22,17
1,22,17
1,22,17
1,22,17
1,22,17
1,22,17
1,22,17
1,22,18
1,22,14
1,22,11
1,22,19
1,22,11
1,22,11
1,22,17
1,22,9
1,22,11
1,22,19
1,22,9
1,22,14
1,22,14
1,22,14
1,22,19
1,22,19
1,22,18
1,22,15
1,22,7
1,22,15
1,22,15
1,22,9
1,22,7
1,22,15
1,22,9
1,22,9
1,22,18
1,22,9
1,22,15
1,22,18
1,22,15
1,22,15
1,22,9
1,22,15
1,22,9
1,22,15
1,22,9
1,22,15
1,22,9
1,22,15
1,14,12
1,14,12
1,14,13
1,14,12
1,14,12
1,14,7
1,14,12
1,14,12
1,14,12
1,14,12
1,14,12
1,14,13
1,14,12
1,14,12
1,27,12
1,9,9
1,9,9
1,9,12
1,9,9
1,9,12
1,9,9
1,9,12
1,9,9
1,9,12
1,9,12
1,9,12
1,9,10
1,9,7
1,9,10
1,9,12
1,9,7
1,9,16
1,9,7
1,9,16
1,9,7
1,9,7
1,9,19
1,9,10
1,9,16
1,9,16
1,9,16
1,9,13
1,9,16
1,9,16
1,9,16
1,9,16
1,9,19
1,9,16
1,9,16
1,9,16
1,9,16
1,9,16
1,9,16
1,9,19
1,9,19
1,9,19
1,9,19
1,9,17
1,9,19
1,9,11
1,9,9
1,9,9
1,9,9
1,9,9
1,9,12
1,9,12
1,9,12
1,9,9
1,9,12
1,9,18
1,9,12
1,9,12
1,9,12
1,9,12
1,9,9
1,9,9
1,4,10
1,4,15
1,4,19
1,4,20
1,4,9
1,4,15
1,4,15
1,4,15
1,4,19
1,4,10
1,4,12
1,4,12
1,4,15
1,4,15
1,4,16
1,4,16
1,4,16
1,4,16
1,4,13
1,4,7
1,4,7
1,4,13
1,4,10
1,4,13
1,4,10
1,4,16
1,4,10
1,4,13
1,4,10
1,4,10
1,4,16
1,4,10
1,4,16
1,4,16
1,4,10
1,4,16
1,4,11
1,4,16
1,4,11
1,4,11
1,4,11
1,4,11
1,4,11
1,4,11
1,4,11
1,4,16
1,4,14
1,4,19
1,4,14
1,4,19
1,4,14
1,4,19
1,4,14
1,4,11
1,4,14
1,4,14
1,4,14
1,4,20
1,4,20
1,4,20
1,4,13
1,4,20
1,4,16
1,4,20
1,4,11
1,4,11
1,4,17
1,4,16
1,4,9
1,4,9
1,4,9
1,4,19
1,4,19
1,4,18
1,4,18
1,4,11
1,4,19
1,3,34
1,3,44
1,3,39
1,3,44
1,3,37
1,3,43
1,3,35
1,3,31
1,3,44
1,3,44
1,3,44
1,3,35
1,3,38
1,3,44
1,3,43
1,3,38
1,3,44
1,3,37
1,3,34
1,3,44
1,3,34
1,3,44
1,3,34
1,3,34
1,3,39
1,3,34
1,3,34
1,3,34
1,3,35
1,3,39
1,3,35
1,3,34
1,3,35
1,3,35
1,3,44
1,3,35
1,3,44
1,3,34
1,3,39
1,3,34
1,3,39
1,3,37
1,3,39
1,3,44
1,3,35
1,3,39
1,3,39
1,3,39
1,3,44
1,3,35
1,3,44
1,3,35
1,3,44
1,3,39
1,3,34
1,3,35
1,3,35
1,3,35
1,3,35
1,15,35
1,15,38
1,15,39
1,15,41
1,15,38
1,15,34
1,15,35
1,15,42
1,10,43
1,10,37
1,10,37
1,10,44
1,10,43
1,10,37
1,10,44
1,10,44
1,10,44
1,10,34
1,10,34
1,10,34
1,10,37
1,10,34
1,10,44
1,10,34
1,10,34
1,10,34
1,10,34
1,10,37
1,12,44
1,12,37
1,12,34
1,20,39
1,20,41
1,20,42
1,20,42
1,20,31
1,20,32
1,20,39
1,20,42
1,20,32
1,20,31
1,20,42
1,20,42
1,9,38
1,9,38
1,9,42
1,9,38
1,9,41
1,9,42
1,9,34
1,9,42
1,9,42
1,9,39
1,9,38
1,9,34
1,9,34
1,9,41
1,9,38
1,9,41
1,9,38
1,9,34
1,24,38
1,24,37
1,24,37
1,24,38
1,24,31
1,24,38
1,24,37
1,24,31
1,24,31
1,24,36
1,24,44
1,24,38
1,24,37
1,24,36
1,24,31
1,24,37
1,24,31
1,24,31
1,24,37
1,24,36
1,24,44
1,24,38
1,24,36
1,24,35
1,24,36
1,24,31
1,24,35
1,24,31
1,24,31
1,24,36
1,24,31
1,24,36
1,24,38
1,24,44
1,24,37
1,24,38
1,24,36
1,24,37
1,24,35
1,24,37
1,24,36
1,24,38
1,24,38
1,24,38
1,24,38
1,24,36
1,24,38
1,24,38
1,24,44
1,5,35
1,19,42
1,19,42
1,19,42
1,22,33
1,22,31
1,22,33
1,22,33
1,22,38
1,22,31
1,22,39
1,22,39
1,22,31
1,22,44
1,22,31
1,22,43
1,22,40
1,22,38
1,22,39
1,22,31
1,22,39
1,22,39
1,22,31
1,22,40
1,22,43
1,22,31
1,22,40
1,22,40
1,22,34
1,22,40
1,22,40
1,22,43
1,22,43
1,22,31
1,22,31
1,22,43
1,22,31
1,22,43
1,22,31
1,22,43
1,22,31
1,22,37
1,22,34
1,22,40
1,22,34
1,22,43
1,22,37
1,22,37
1,22,40
1,22,37
1,22,40
1,22,34
1,22,37
1,22,37
1,22,40
1,22,34
1,22,37
1,22,32
1,22,32
1,22,38
1,22,37
1,22,40
1,22,35
1,22,37
1,22,35
1,22,32
1,22,35
1,22,32
1,22,37
1,22,32
1,22,37
1,22,39
1,22,37
1,22,32
1,22,32
1,22,32
1,22,32
1,22,32
1,22,43
1,22,32
1,22,43
1,22,44
1,22,32
1,22,32
1,22,43
1,22,40
1,22,32
1,22,43
1,22,32
1,22,32
1,22,32
1,22,41
1,22,44
1,22,32
1,22,32
1,22,44
1,22,32
1,22,32
1,22,32
1,22,32
1,22,43
1,22,44
1,22,37
1,22,32
1,22,38
1,22,40
1,22,40
1,22,32
1,22,38
1,22,40
1,22,32
1,22,38
1,22,38
1,22,38
1,22,38
1,22,37
1,22,38
1,22,44
1,22,44
1,22,38
1,22,38
1,22,38
1,22,40
1,22,43
1,22,38
1,22,43
1,22,40
1,22,39
1,22,40
1,22,39
1,22,44
1,22,33
1,22,39
1,22,33
1,22,39
1,22,33
1,22,33
1,22,33
1,22,33
1,22,39
1,22,41
1,22,33
1,22,37
1,22,40
1,22,33
1,22,43
1,22,33
1,22,43
1,22,33
1,22,33
1,22,44
1,14,41
1,14,41
1,14,42
1,14,42
1,8,35
1,8,35
1,8,35
1,8,41
1,8,34
1,8,34
1,8,42
1,8,34
1,4,42
1,4,42
1,4,42
1,4,42
1,4,42
1,4,39
1,4,36
1,4,39
1,4,39
1,4,34
1,4,39
1,4,34
1,4,39
1,4,34
1,4,39
1,4,34
1,4,39
1,4,34
1,4,39
1,4,39
1,4,39
1,4,40
1,4,39
1,4,34
1,4,42
1,4,39
1,4,42
1,4,34
1,4,34
1,4,34
1,4,39
1,4,42
1,4,42
1,4,42
1,4,34
1,4,40
1,4,37
1,4,34
1,4,42
1,4,40
1,4,40
1,4,43
1,4,43
1,4,41
1,4,41
1,4,31
1,4,40
1,4,31
1,4,40
1,4,31
1,4,40
1,4,31
1,4,31
1,4,31
1,4,31
1,4,42
1,4,33
1,4,43
1,4,40
1,4,42
1,4,41
1,4,40
1,4,40
1,4,32
1,4,32
1,4,40
1,4,43
1,4,40
1,4,40
1,4,43
1,4,32
1,4,32
1,4,39
1,4,40
1,4,32
1,4,43
1,4,32
1,4,40
1,4,37
1,4,32
1,4,43
1,4,38
1,4,43
1,4,43
1,4,32
1,4,38
1,4,40
1,4,32
1,4,32
1,4,32
1,4,39
1,4,39
1,4,42
1,4,42
1,4,32
1,4,42
1,4,40
1,4,38
1,4,39
1,4,41
1,4,32
1,4,32
1,4,32
1,4,32
1,4,41
1,4,41
1,4,39
1,4,32
1,4,43
1,4,32
1,4,36
1,4,41
1,4,41
1,4,40
1,4,42
1,4,33
1,4,38
1,4,41
1,4,38
1,4,38
1,4,41
1,4,33
1,4,33
1,4,33
1,4,39
1,4,41
1,4,36
1,4,39
1,4,36
1,4,33
1,4,39
1,4,33
1,4,39
1,4,33
1,4,39
1,4,36
1,4,42
1,4,43
1,4,42
1,4,42
1,4,42
1,4,36
1,4,36
1,4,42
1,4,39
1,4,42
1,4,39
1,4,42
1,4,36
1,4,36
1,4,39
1,4,42
1,3,63
1,3,63
1,3,63
1,3,55
1,3,63
1,3,60
1,3,60
1,3,63
1,3,60
1,3,63
1,3,63
1,3,63
1,3,63
1,3,63
1,3,60
1,3,63
1,3,63
1,3,63
1,3,61
1,3,63
1,3,63
1,3,58
1,3,55
1,3,67
1,3,67
1,3,67
1,3,64
1,3,67
1,3,67
1,3,64
1,3,61
1,3,61
1,3,61
1,3,63
1,3,64
1,3,65
1,3,65
1,3,65
1,3,68
1,3,65
1,3,68
1,3,59
1,3,65
1,3,60
1,3,60
1,3,62
1,3,60
1,3,60
1,3,60
1,3,60
1,3,63
1,3,60
1,15,59
1,15,65
1,15,55
1,15,60
1,15,60
1,15,64
1,15,55
1,15,55
1,15,64
1,15,60
1,15,60
1,15,55
1,24,68
1,24,61
1,24,66
1,24,60
1,24,60
1,24,60
1,24,66
1,24,60
1,24,60
1,24,63
1,24,65
1,24,55
1,24,68
1,24,58
1,24,68
1,24,56
1,24,58
1,24,66
1,24,68
1,24,55
1,24,68
1,24,55
1,24,66
1,24,65
1,24,55
1,24,59
1,24,68
1,24,59
1,24,55
1,24,60
1,24,66
1,24,68
1,24,66
1,24,68
1,24,61
1,24,60
1,14,67
1,14,59
1,8,65
1,8,65
1,8,65
1,8,55
1,8,55
1,8,64
1,8,63
1,8,64
1,8,61
1,8,64
1,8,57
1,8,64
1,8,65
1,8,65
1,8,65
1,8,64
1,8,64
1,12,65
1,12,63
1,12,59
1,10,67
1,10,67
1,10,67
1,10,67
1,10,55
1,10,67
1,10,68
1,10,67
1,10,67
1,10,63
1,10,63
1,10,63
1,10,67
1,10,66
1,10,68
1,10,63
1,10,63
1,10,66
1,10,63
1,10,63
1,10,63
1,10,63
1,10,58
1,10,63
1,10,67
1,10,63
1,10,63
1,5,58
1,5,58
1,22,55
1,22,58
1,22,66
1,22,66
1,22,55
1,22,63
1,22,55
1,22,63
1,22,55
1,22,55
1,22,55
1,22,55
1,22,55
1,22,55
1,22,55
1,22,55
1,22,67
1,22,55
1,22,64
1,22,55
1,22,64
1,22,58
1,22,55
1,22,55
1,22,61
1,22,55
1,22,55
1,22,55
1,22,56
1,22,64
1,22,58
1,22,56
1,22,58
1,22,59
1,22,59
1,22,59
1,22,59
1,22,64
1,22,56
1,22,59
1,22,64
1,22,64
1,22,64
1,22,59
1,22,59
1,22,65
1,22,65
1,22,59
1,22,65
1,22,56
1,22,64
1,22,57
1,22,62
1,22,61
1,22,62
1,22,59
1,22,62
1,22,62
1,22,62
1,22,62
1,22,62
1,22,62
1,22,62
1,22,60
1,22,60
1,22,65
1,22,65
1,22,57
1,22,60
1,22,66
1,22,60
1,22,66
1,22,66
1,22,60
1,22,60
1,22,66
1,22,57
1,22,60
1,22,60
1,16,60
1,9,62
1,9,62
1,9,62
1,9,62
1,9,62
1,9,62
1,9,62
1,9,62
1,9,61
1,9,60
1,9,61
1,9,61
1,9,62
1,9,62
1,9,60
1,9,62
1,9,62
1,4,63
1,4,60
1,4,63
1,4,60
1,4,63
1,4,60
1,4,60
1,4,63
1,4,60
1,4,63
1,4,63
1,4,63
1,4,63
1,4,63
1,4,63
1,4,63
1,4,63
1,4,60
1,4,63
1,4,63
1,4,66
1,4,66
1,4,66
1,4,66
1,4,63
1,4,63
1,4,66
1,4,61
1,4,67
1,4,63
1,4,61
1,4,61
1,4,67
1,4,55
1,4,67
1,4,63
1,4,56
1,4,67
1,4,67
1,4,67
1,4,67
1,4,67
1,4,67
1,4,67
1,4,61
1,4,67
1,4,67
1,4,67
1,4,67
1,4,67
1,4,63
1,4,59
1,4,67
1,4,63
1,4,59
1,4,59
1,4,67
1,4,68
1,4,68
1,4,65
1,4,65
1,4,65
1,4,65
1,4,68
1,4,65
1,4,65
1,4,63
1,4,65
1,4,63
1,4,63
1,4,61
1,4,63
1,4,63
1,4,63
1,4,63
1,4,63
1,4,63
1,4,63
1,4,60
1,4,63
1,4,57
1,4,63
1,4,63
1,6,34
1,10,59
1,11,59
1,11,58
1,0,59
1,8,59
1,6,59
1,9,59
2,10,14
2,10,20
2,10,20
2,10,10
2,10,20
2,10,20
2,10,20
2,10,20
2,10,20
2,10,20
2,10,20
2,10,20
2,10,20
2,10,14
2,10,10
2,10,20
2,10,14
2,10,10
2,10,14
2,10,14
2,9,14
2,9,9
2,9,14
2,9,20
2,9,14
2,11,20
2,11,20
2,11,20
2,11,20
2,11,20
2,10,35
2,10,43
2,10,35
2,10,32
2,10,32
2,10,31
2,10,43
2,10,44
2,10,34
2,10,34
2,10,34
2,10,32
2,10,34
2,10,35
2,10,42
2,10,32
2,8,42
2,8,37
2,8,37
2,8,43
2,8,38
2,0,42
2,11,43
2,11,44
2,11,44
2,11,44
2,11,44
2,11,44
2,11,44
2,11,44
2,11,43
2,6,42
2,9,43
2,9,43
2,9,42
2,9,42
2,9,42
2,9,42
2,9,34
2,9,32
2,9,42
2,9,42
2,9,32
2,9,32
2,4,32
2,4,32
2,10,55
2,10,55
2,10,55
2,10,55
2,10,55
2,10,55
2,10,55
2,10,55
2,10,64
2,10,55
2,10,55
2,10,55
2,10,55
2,10,55
2,10,55
2,10,55
2,10,55
2,10,55
2,10,55
2,10,55
2,10,55
2,10,55
2,10,56
2,10,56
2,10,56
2,10,56
2,10,56
2,10,56
2,10,56
2,10,56
2,10,67
2,10,56
2,10,56
2,10,56
2,10,56
2,10,56
2,10,56
2,10,56
2,10,56
2,10,56
2,10,56
2,10,56
2,10,56
2,10,56
2,10,68
2,10,68
2,10,64
2,10,68
2,10,68
2,10,68
2,10,62
2,10,68
2,10,68
2,10,68
2,10,67
2,10,67
2,11,68
2,11,68
2,11,68
2,11,68
2,11,67
2,11,68
2,11,68
2,11,67
2,8,65
2,6,62
2,6,62
2,9,57
2,9,57
2,9,57
2,9,68
2,9,68
2,9,57
2,9,68
2,9,68
2,9,68
2,9,68
2,9,68
2,9,56
2,9,56
2,9,68
2,9,68
2,9,68
2,9,68
2,9,68
2,9,68
2,9,57
2,9,68
2,4,68
2,4,68
2,4,63
2,5,12
2,5,10
2,5,20
2,5,13
2,7,13
2,6,14
2,6,11
2,6,17
2,6,17
2,6,18
2,6,19
2,6,20
2,6,17
2,6,19
2,6,18
2,6,17
2,6,11
2,6,18
2,6,11
2,6,10
2,6,17
2,6,11
2,6,11
2,6,17
2,6,11
2,6,17
2,6,17
2,6,9
2,6,13
2,6,18
2,6,19
2,6,12
2,6,13
2,6,20
2,6,20
2,6,8
2,6,20
2,6,11
2,6,11
2,6,13
2,6,11
2,6,18
2,6,20
2,6,18
2,6,11
2,6,19
2,0,16
2,0,17
2,0,20
2,0,10
2,0,19
2,0,20
2,0,19
2,0,11
2,0,17
2,0,20
2,0,19
2,0,7
2,0,20
2,0,7
2,0,20
2,0,19
2,0,11
2,0,14
2,0,19
2,0,20
2,0,19
2,0,20
2,0,9
2,0,20
2,0,20
2,0,20
2,0,19
2,0,20
2,0,9
2,0,20
2,0,18
2,0,18
2,0,20
2,0,20
2,0,20
2,0,19
2,0,20
2,0,16
2,0,16
2,0,16
2,0,7
2,6,36
2,6,44
2,6,44
2,6,36
2,6,44
2,6,44
2,6,44
2,6,36
2,6,43
2,6,43
2,6,37
2,6,44
2,6,44
2,6,44
2,6,44
2,6,42
2,6,44
2,6,42
2,6,42
2,6,44
2,6,36
2,6,36
2,6,44
2,6,43
2,6,43
2,6,36
2,6,43
2,6,43
2,6,36
2,6,36
2,6,43
2,6,43
2,6,36
2,6,36
2,6,44
2,6,36
2,6,36
2,6,36
2,6,44
2,6,43
2,6,44
2,6,44
2,6,44
2,6,42
2,3,44
2,0,44
2,0,44
2,0,42
2,0,44
2,0,44
2,0,44
2,0,36
2,0,44
2,0,44
2,0,36
2,0,44
2,0,42
2,0,44
2,0,44
2,5,44
2,5,44
2,5,44
2,5,61
2,5,60
2,5,60
2,5,62
2,7,63
2,7,60
2,7,62
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,64
2,6,65
2,6,64
2,6,64
2,6,68
2,6,65
2,6,67
2,6,65
2,6,68
2,6,65
2,6,61
2,6,68
2,6,58
2,6,67
2,6,61
2,6,56
2,6,67
2,6,61
2,6,61
2,6,64
2,6,68
2,6,64
2,6,65
2,0,68
2,0,57
2,0,57
2,0,60
2,0,63
2,0,59
2,0,58
2,0,59
2,0,61
2,0,61
2,0,58
2,0,59
2,0,67
2,0,67
2,0,59
2,0,59
2,0,62
2,0,59
2,0,62
2,0,59
2,0,62
2,0,59
2,0,59
2,0,59
2,0,59
2,0,59
2,0,59
2,0,59
2,0,59
2,0,59
2,0,62
2,0,59
2,0,59
2,0,60
2,0,59
2,0,62
2,0,68
2,0,68
2,0,68
2,0,68
2,0,62
2,0,68
2,0,68
2,0,62
2,0,68
2,0,68
2,0,62
2,0,68
2,0,68
2,0,59
2,0,68
2,0,62
2,0,63
2,0,62
2,29,12
2,29,12
2,29,13
2,29,12
2,37,7
2,37,19
2,37,7
2,37,7
2,37,12
2,37,7
2,37,14
2,37,8
2,37,19
2,37,14
2,37,16
2,37,7
2,37,14
2,37,7
2,37,9
2,37,7
2,37,10
2,37,20
2,37,8
2,37,13
2,37,13
2,37,16
2,37,7
2,37,12
2,37,10
2,37,8
2,37,14
2,37,14
2,37,14
2,37,13
2,37,14
2,37,18
2,37,14
2,37,9
2,37,18
2,37,14
2,37,14
2,37,12
2,37,7
2,37,10
2,37,14
2,37,14
2,37,14
2,37,14
2,37,8
2,37,20
2,37,8
2,37,9
2,37,8
2,37,8
2,37,10
2,38,12
2,38,13
2,38,13
2,38,12
2,38,13
2,38,12
2,38,12
2,38,8
2,38,8
2,38,12
2,38,12
2,34,19
2,28,19
2,28,15
2,28,20
2,28,14
2,28,20
2,28,20
2,28,14
2,28,14
2,28,20
2,28,7
2,28,14
2,28,7
2,28,14
2,28,20
